Epoch,Train Accuracy,Validation Accuracy
1,0.3760722279548645,0.5099895000457764
2,0.5187358856201172,0.5499474406242371
3,0.5860044956207275,0.659305989742279
4,0.6478555202484131,0.633017897605896
5,0.6749435663223267,0.7592008709907532
6,0.6952595710754395,0.7308096885681152
7,0.707449197769165,0.7308096885681152
8,0.735440194606781,0.6940063238143921
9,0.737246036529541,0.7844374179840088
10,0.7562077045440674,0.7034700512886047
11,0.7611738443374634,0.742376446723938
12,0.7665914297103882,0.8075709939002991
13,0.8045146465301514,0.8065194487571716
14,0.809932291507721,0.7634069323539734
15,0.806771993637085,0.7665615081787109
16,0.8207675218582153,0.7476340532302856
17,0.8270880579948425,0.8086224794387817
18,0.8284424543380737,0.8296530246734619
19,0.8194130659103394,0.8180862069129944
20,0.8252821564674377,0.7592008709907532
21,0.8352144360542297,0.8180862069129944
22,0.8442437648773193,0.8338590860366821
23,0.8591421842575073,0.8075709939002991
24,0.8564333915710449,0.827549934387207
25,0.8604966402053833,0.7802313566207886
26,0.8465011119842529,0.7592008709907532
27,0.8726862072944641,0.7823343873023987
28,0.8699774146080017,0.8159831762313843
29,0.8699774146080017,0.8086224794387817
30,0.8740406036376953,0.8201892971992493
31,0.8808126449584961,0.8086224794387817
32,0.8753950595855713,0.8527865409851074
33,0.8686230182647705,0.8233438730239868
34,0.8880361318588257,0.8580441474914551
35,0.8839728832244873,0.8201892971992493
36,0.8740406036376953,0.8117770552635193
37,0.8939051628112793,0.8380652070045471
38,0.8866817355155945,0.8328076004981995
39,0.8948081135749817,0.85173499584198
40,0.9006772041320801,0.8580441474914551
41,0.9074491858482361,0.8454258441925049
42,0.8988713026046753,0.8548895716667175
43,0.8961625099182129,0.8328076004981995
44,0.9056433439254761,0.8254469037055969
45,0.9101580381393433,0.8569926619529724
46,0.9042889475822449,0.8412197828292847
47,0.8979684114456177,0.8538380861282349
48,0.9088035821914673,0.8475289344787598
49,0.9115124344825745,0.8075709939002991
50,0.9002257585525513,0.8569926619529724
51,0.8993228077888489,0.8149316310882568
52,0.9169300198554993,0.8464773893356323
53,0.9142212271690369,0.855941116809845
54,0.9097065329551697,0.8443743586540222
55,0.9146726727485657,0.8759200572967529
56,0.9024830460548401,0.8443743586540222
57,0.9119638800621033,0.8443743586540222
58,0.9124153256416321,0.8580441474914551
59,0.9205417633056641,0.8138801455497742
60,0.918735921382904,0.8412197828292847
61,0.9164785742759705,0.8654048442840576
62,0.928668200969696,0.827549934387207
63,0.9196388125419617,0.8286014795303345
64,0.9191873669624329,0.8485804200172424
65,0.9191873669624329,0.8538380861282349
66,0.9223476052284241,0.85173499584198
67,0.9300225973129272,0.8738170266151428
