Epoch,Train Accuracy,Validation Accuracy
1,0.4865671694278717,0.6550703048706055
2,0.6258706450462341,0.6735751032829285
3,0.6597014665603638,0.6617320775985718
4,0.6819236874580383,0.7424130439758301
5,0.6965174078941345,0.7202072739601135
6,0.7326700091362,0.7675795555114746
7,0.7502487301826477,0.735011100769043
8,0.7582089304924011,0.806069552898407
9,0.7731343507766724,0.7764618992805481
10,0.7880597114562988,0.7964470982551575
11,0.7900497317314148,0.8038489818572998
12,0.8205638527870178,0.8319762945175171
13,0.837479293346405,0.7934862971305847
14,0.8321724534034729,0.8601036071777344
15,0.839469313621521,0.8623241782188416
16,0.834825873374939,0.8601036071777344
17,0.8507462739944458,0.8578830361366272
18,0.8444444537162781,0.8408586382865906
19,0.8570480942726135,0.8164322972297668
20,0.8610281944274902,0.8734270930290222
21,0.8683250546455383,0.8675055503845215
22,0.8749585151672363,0.85566246509552
23,0.8825870752334595,0.8571428656578064
24,0.8835821151733398,0.8830496072769165
25,0.8849087953567505,0.8593634366989136
26,0.8958540558815002,0.8815692067146301
27,0.8918739557266235,0.8778682351112366
28,0.902155876159668,0.8512213230133057
29,0.9031509160995483,0.8867505788803101
30,0.8922056555747986,0.8749074935913086
31,0.909121036529541,0.8756476640701294
32,0.8961857557296753,0.8393782377243042
33,0.902487576007843,0.8926721215248108
34,0.9034826159477234,0.8615840077400208
35,0.9184079766273499,0.8852701783180237
36,0.9203979969024658,0.8652849793434143
37,0.9187396168708801,0.8800888061523438
38,0.9227197170257568,0.8971132636070251
39,0.9137645363807678,0.8882309198379517
40,0.9177446365356445,0.8993338346481323
41,0.909121036529541,0.8763878345489502
42,0.928026556968689,0.8956328630447388
43,0.9217247366905212,0.9022945761680603
44,0.9237147569656372,0.8800888061523438
45,0.9316749572753906,0.9015544056892395
46,0.9260364770889282,0.9067357778549194
47,0.9300165772438049,0.897853434085846
48,0.9213930368423462,0.8438193798065186
49,0.9190713167190552,0.9022945761680603
50,0.9379767775535583,0.8726869225502014
51,0.9306799173355103,0.9067357778549194
52,0.937313437461853,0.9045151472091675
53,0.937313437461853,0.8911917209625244
54,0.9386401176452637,0.908216118812561
55,0.9452736377716064,0.9141376614570618
56,0.9469320178031921,0.9030348062515259
57,0.9442785978317261,0.9037749767303467
58,0.932669997215271,0.9015544056892395
59,0.9399668574333191,0.8941524624824524
60,0.9419568777084351,0.9126573204994202
61,0.9406301975250244,0.9052553772926331
62,0.9343283772468567,0.8874907493591309
63,0.9462686777114868,0.9178386330604553
64,0.9482586979866028,0.916358232498169
65,0.9376451373100281,0.889711320400238
66,0.9485903978347778,0.9045151472091675
67,0.9492537379264832,0.9059955477714539
68,0.9492537379264832,0.9156180620193481
69,0.9542288780212402,0.913397490978241
70,0.9525704979896545,0.908216118812561
71,0.9399668574333191,0.913397490978241
72,0.9479270577430725,0.9126573204994202
73,0.9419568777084351,0.8926721215248108
74,0.939635157585144,0.9089563488960266
75,0.9472636580467224,0.9148778915405273
76,0.9436152577400208,0.8941524624824524
77,0.9525704979896545,0.9059955477714539
78,0.9429519176483154,0.9119170904159546
79,0.9479270577430725,0.9030348062515259
80,0.9495853781700134,0.9059955477714539
81,0.9538971781730652,0.9178386330604553
82,0.9575455784797668,0.9200592041015625
83,0.9522387981414795,0.9052553772926331
84,0.9529021382331848,0.913397490978241
85,0.9525704979896545,0.8867505788803101
86,0.9466003179550171,0.8911917209625244
87,0.9558872580528259,0.916358232498169
88,0.9432835578918457,0.8985936045646667
89,0.9519071578979492,0.9119170904159546
90,0.9562188982963562,0.9141376614570618
91,0.9558872580528259,0.908216118812561
92,0.9582089781761169,0.9008142352104187
93,0.9621890783309937,0.9119170904159546
94,0.9545605182647705,0.9067357778549194
95,0.9436152577400208,0.9126573204994202
96,0.9552238583564758,0.9126573204994202
97,0.9505804181098938,0.9185788035392761
98,0.9502487778663635,0.8919318914413452
99,0.9572139382362366,0.9045151472091675
100,0.9598673582077026,0.913397490978241
101,0.9525704979896545,0.9141376614570618
102,0.9565505981445312,0.8904514908790588
103,0.9598673582077026,0.9096965193748474
104,0.9436152577400208,0.9119170904159546
105,0.9598673582077026,0.9067357778549194
106,0.9532338380813599,0.916358232498169
107,0.9588723182678223,0.9193190336227417
108,0.9592039585113525,0.9170984625816345
109,0.9558872580528259,0.9111769199371338
110,0.9635157585144043,0.9126573204994202
111,0.9565505981445312,0.9170984625816345
112,0.9618573784828186,0.913397490978241
113,0.9562188982963562,0.916358232498169
114,0.9611940383911133,0.916358232498169
115,0.9475953578948975,0.9096965193748474
116,0.967164158821106,0.9215396046638489
117,0.9618573784828186,0.9052553772926331
118,0.9575455784797668,0.9126573204994202
119,0.9684908986091614,0.9193190336227417
120,0.9631840586662292,0.9267209768295288
121,0.9661691784858704,0.9170984625816345
122,0.9635157585144043,0.9200592041015625
123,0.9615256786346436,0.9126573204994202
124,0.9595356583595276,0.9156180620193481
125,0.9625207185745239,0.9193190336227417
126,0.9545605182647705,0.9030348062515259
127,0.9588723182678223,0.9111769199371338
128,0.962852418422699,0.9193190336227417
129,0.9611940383911133,0.9111769199371338
130,0.9621890783309937,0.9104366898536682
131,0.9625207185745239,0.9119170904159546
132,0.9635157585144043,0.9126573204994202
133,0.9621890783309937,0.9170984625816345
134,0.9631840586662292,0.9045151472091675
135,0.9638474583625793,0.9119170904159546
136,0.9711442589759827,0.9059955477714539
137,0.9714759588241577,0.9104366898536682
138,0.9668325185775757,0.8971132636070251
139,0.9668325185775757,0.8415988087654114
140,0.9505804181098938,0.913397490978241
141,0.9641790986061096,0.9200592041015625
142,0.9615256786346436,0.9059955477714539
143,0.9598673582077026,0.9156180620193481
144,0.9655057787895203,0.9045151472091675
145,0.9601989984512329,0.9000740051269531
146,0.9611940383911133,0.9096965193748474
147,0.9635157585144043,0.9104366898536682
148,0.9668325185775757,0.916358232498169
149,0.9621890783309937,0.9170984625816345
150,0.9611940383911133,0.9119170904159546
151,0.9658374786376953,0.9045151472091675
152,0.9585406184196472,0.889711320400238
153,0.9701492786407471,0.9170984625816345
154,0.9688225388526917,0.9178386330604553
155,0.96517413854599,0.9059955477714539
156,0.9681591987609863,0.9148778915405273
157,0.9668325185775757,0.916358232498169
158,0.9665008187294006,0.9045151472091675
159,0.9688225388526917,0.9074759483337402
160,0.9638474583625793,0.9148778915405273
161,0.9621890783309937,0.9037749767303467
162,0.9635157585144043,0.9156180620193481
163,0.9618573784828186,0.9015544056892395
164,0.9658374786376953,0.9104366898536682
165,0.967827558517456,0.9089563488960266
166,0.9585406184196472,0.9000740051269531
167,0.9655057787895203,0.9148778915405273
168,0.9635157585144043,0.9104366898536682
169,0.9681591987609863,0.9059955477714539
170,0.9595356583595276,0.8993338346481323
171,0.9661691784858704,0.9037749767303467
172,0.9684908986091614,0.9170984625816345
173,0.967164158821106,0.9178386330604553
174,0.9681591987609863,0.9141376614570618
175,0.9661691784858704,0.916358232498169
176,0.967495858669281,0.9045151472091675
177,0.9668325185775757,0.8993338346481323
178,0.9688225388526917,0.8985936045646667
179,0.9618573784828186,0.9015544056892395
180,0.9625207185745239,0.9156180620193481
