Epoch,Train Accuracy,Validation Accuracy
128,0.6636815667152405,0.695780873298645
129,0.6636815667152405,0.655810534954071
130,0.6752902269363403,0.6861584186553955
131,0.6660033464431763,0.6780163049697876
132,0.676616907119751,0.6609918475151062
133,0.6805970072746277,0.658771276473999
134,0.6955223679542542,0.6580311059951782
135,0.6822553873062134,0.6550703048706055
136,0.6882255673408508,0.5758697390556335
137,0.6802653670310974,0.6617320775985718
138,0.6875621676445007,0.5973352789878845
139,0.6772802472114563,0.6691339612007141
140,0.6991708278656006,0.6706143617630005
141,0.6855721473693848,0.7054033875465393
142,0.7041459083557129,0.7068837881088257
143,0.6898838877677917,0.6846780180931091
144,0.7004975080490112,0.7179867029190063
145,0.6958540678024292,0.6713545322418213
146,0.6928690075874329,0.7150259017944336
147,0.6988391280174255,0.7276091575622559
148,0.6941956877708435,0.5396003127098083
149,0.6985074877738953,0.6802368760108948
150,0.6955223679542542,0.6943005323410034
151,0.7001658082008362,0.71132493019104
152,0.7044776082038879,0.6891191601753235
153,0.7011608481407166,0.7142857313156128
154,0.7041459083557129,0.7128053307533264
155,0.7127695083618164,0.7105847597122192
156,0.7101160883903503,0.7091043591499329
157,0.7220563888549805,0.7128053307533264
158,0.7247098088264465,0.7283493876457214
159,0.7104477882385254,0.7150259017944336
160,0.7194029688835144,0.6817172169685364
161,0.7154228687286377,0.7246484160423279
162,0.7190713286399841,0.7209474444389343
163,0.7237147688865662,0.719467043876648
164,0.7253731489181519,0.7179867029190063
165,0.7131011486053467,0.7239082455635071
166,0.7177445888519287,0.6994818449020386
167,0.7266998291015625,0.700962245464325
168,0.7170812487602234,0.6787564754486084
169,0.713764488697052,0.7202072739601135
170,0.7220563888549805,0.7394522428512573
171,0.7240464091300964,0.7209474444389343
172,0.7293532490730286,0.7364915013313293
173,0.7306799292564392,0.7076239585876465
174,0.7283582091331482,0.7342709302902222
175,0.7300165891647339,0.7387120723724365
176,0.734991729259491,0.6661732196807861
177,0.7253731489181519,0.7261288166046143
178,0.7213930487632751,0.7179867029190063
179,0.7280265092849731,0.7135455012321472
180,0.7293532490730286,0.719467043876648
