Epoch,Train Accuracy,Validation Accuracy
1,0.13200663030147552,0.2960769832134247
2,0.30049750208854675,0.13915617763996124
3,0.25174129009246826,0.15618060529232025
4,0.2709784507751465,0.2960769832134247
5,0.30779436230659485,0.2960769832134247
6,0.3502487540245056,0.2960769832134247
7,0.3674958646297455,0.2960769832134247
8,0.37976783514022827,0.3286454379558563
9,0.38739636540412903,0.3649148643016815
10,0.3893864154815674,0.3811991214752197
11,0.3940298557281494,0.43153220415115356
12,0.4056384861469269,0.42487046122550964
13,0.4056384861469269,0.42783123254776
14,0.4119403064250946,0.4485566318035126
15,0.4089552164077759,0.44189488887786865
16,0.4086235463619232,0.4359733462333679
17,0.42354893684387207,0.4182087481021881
18,0.41658374667167664,0.29977795481681824
19,0.41393035650253296,0.3212435245513916
20,0.41824212670326233,0.2501850426197052
21,0.4364842474460602,0.2524056136608124
22,0.41890546679496765,0.3190229535102844
23,0.4248756170272827,0.29015544056892395
24,0.43018242716789246,0.30643966794013977
25,0.4291873872280121,0.2849740982055664
26,0.4288557171821594,0.2783123552799225
27,0.4321724772453308,0.30792006850242615
28,0.4444444477558136,0.29015544056892395
29,0.4388059675693512,0.2657290995121002
30,0.4454394578933716,0.25536638498306274
31,0.44411277770996094,0.45743894577026367
32,0.4421227276325226,0.43523314595222473
33,0.4461028277873993,0.4707624018192291
34,0.45041459798812866,0.42487046122550964
35,0.4507462680339813,0.41524797677993774
36,0.45207297801971436,0.37749814987182617
37,0.45140960812568665,0.4544781744480133
38,0.4679933786392212,0.4729829728603363
39,0.45771142840385437,0.4744633734226227
40,0.4686567187309265,0.4752035439014435
41,0.4421227276325226,0.12953367829322815
42,0.35721394419670105,0.18356773257255554
43,0.37910446524620056,0.4100666046142578
44,0.3956882357597351,0.4285714328289032
45,0.4033167362213135,0.40562546253204346
46,0.4036484360694885,0.4359733462333679
47,0.4102819263935089,0.4470762312412262
48,0.4079602062702179,0.44041451811790466
49,0.41094526648521423,0.4478164315223694
50,0.416252076625824,0.4633604884147644
51,0.4288557171821594,0.45299777388572693
52,0.42388060688972473,0.46928200125694275
53,0.418573796749115,0.48704662919044495
54,0.42620232701301575,0.41524797677993774
55,0.43283581733703613,0.45077720284461975
56,0.43250414729118347,0.4996299147605896
57,0.4388059675693512,0.522575855255127
58,0.4288557171821594,0.4752035439014435
59,0.4275290071964264,0.47594374418258667
60,0.4404643476009369,0.4715026021003723
61,0.43980100750923157,0.5344189405441284
62,0.4454394578933716,0.49518874287605286
63,0.44875621795654297,0.4729829728603363
64,0.45373135805130005,0.5233160853385925
65,0.4434494078159332,0.553663969039917
66,0.4451077878475189,0.532938539981842
67,0.45771142840385437,0.5425610542297363
68,0.4573797583580017,0.4744633734226227
69,0.45538970828056335,0.5085121989250183
70,0.4573797583580017,0.5255366563796997
71,0.46434494853019714,0.5477424263954163
72,0.4600331783294678,0.5507031679153442
73,0.48291873931884766,0.5470021963119507
74,0.4703150987625122,0.5373797416687012
75,0.4742951989173889,0.5455218553543091
76,0.483582079410553,0.535159170627594
77,0.4799336791038513,0.54108065366745
78,0.49021559953689575,0.57216876745224
79,0.48855721950531006,0.5595855116844177
80,0.5011608600616455,0.5655070543289185
81,0.5001658201217651,0.5358993411064148
82,0.49850746989250183,0.5699481964111328
83,0.511774480342865,0.5662472248077393
84,0.5223880410194397,0.5788304805755615
85,0.520729660987854,0.5455218553543091
86,0.5306799411773682,0.41376757621765137
87,0.4905472695827484,0.5662472248077393
88,0.5280265212059021,0.5766099095344543
89,0.5363184213638306,0.5788304805755615
90,0.5286898612976074,0.5884529948234558
91,0.5412935614585876,0.5825314521789551
92,0.553565502166748,0.6017764806747437
93,0.546600341796875,0.5980755090713501
94,0.5578773021697998,0.6076980233192444
95,0.5555555820465088,0.5988156795501709
96,0.5694859027862549,0.6069577932357788
97,0.5615257024765015,0.6128793358802795
98,0.579104483127594,0.6239822506904602
99,0.581426203250885,0.6128793358802795
100,0.574461042881012,0.6106587648391724
101,0.5804311633110046,0.6239822506904602
102,0.5701492428779602,0.6291635632514954
103,0.5830845832824707,0.6121391654014587
104,0.5774461030960083,0.6106587648391724
105,0.5893864035606384,0.609178364276886
106,0.579104483127594,0.5980755090713501
107,0.5840796232223511,0.6225018501281738
108,0.5897181034088135,0.6269429922103882
109,0.5946931838989258,0.6321243643760681
110,0.6000000238418579,0.624722421169281
111,0.5960199236869812,0.6424870491027832
112,0.5887230634689331,0.621761679649353
113,0.6000000238418579,0.6276832222938538
114,0.606965184211731,0.6358253359794617
115,0.6072968244552612,0.6306439638137817
116,0.5973466038703918,0.6239822506904602
117,0.5993366241455078,0.6106587648391724
118,0.6086235642433167,0.6225018501281738
119,0.6043117642402649,0.6299037933349609
120,0.609286904335022,0.640266478061676
121,0.6265339851379395,0.6669133901596069
122,0.6165837645530701,0.6565507054328918
123,0.614262044429779,0.6713545322418213
124,0.611608624458313,0.655810534954071
125,0.6049751043319702,0.643227219581604
126,0.620895504951477,0.6565507054328918
127,0.6252073049545288,0.6572908759117126
128,0.6212272047996521,0.6661732196807861
129,0.616252064704895,0.677276074886322
130,0.6281923651695251,0.677276074886322
131,0.6268656849861145,0.6513693332672119
132,0.6361525654792786,0.6595114469528198
133,0.6344941854476929,0.6661732196807861
134,0.6295190453529358,0.6669133901596069
135,0.6358209252357483,0.6543301343917847
136,0.6331675052642822,0.6632124185562134
137,0.6288557052612305,0.6609918475151062
138,0.6245439648628235,0.6698741912841797
