Epoch,Train Accuracy,Validation Accuracy
139,0.6328358054161072,0.655810534954071
140,0.6454394459724426,0.6787564754486084
141,0.6434494256973267,0.6683937907218933
142,0.6285240650177002,0.6757957339286804
143,0.641791045665741,0.6691339612007141
144,0.6553897261619568,0.6632124185562134
145,0.6434494256973267,0.6535899043083191
146,0.6547263860702515,0.6528497338294983
147,0.6497512459754944,0.6624722480773926
148,0.646434485912323,0.6698741912841797
149,0.6470978260040283,0.6891191601753235
150,0.6524046659469604,0.6965211033821106
151,0.6597014665603638,0.6972612738609314
152,0.6600331664085388,0.698001503944397
153,0.6504145860671997,0.6950407028198242
154,0.6683250665664673,0.6943005323410034
155,0.6696517467498779,0.6972612738609314
156,0.6616915464401245,0.6972612738609314
157,0.6709784269332886,0.682457447052002
158,0.6613598465919495,0.7002220749855042
159,0.6560530662536621,0.6950407028198242
160,0.6845771074295044,0.700962245464325
161,0.6739634871482849,0.6817172169685364
162,0.6630182266235352,0.7002220749855042
163,0.676616907119751,0.6846780180931091
164,0.6802653670310974,0.7091043591499329
165,0.6786069869995117,0.7157660722732544
166,0.6805970072746277,0.6898593902587891
167,0.683582067489624,0.7076239585876465
168,0.6832504272460938,0.7046632170677185
169,0.6845771074295044,0.7128053307533264
170,0.6918739676475525,0.6950407028198242
171,0.6958540678024292,0.7105847597122192
172,0.6915422677993774,0.6883789896965027
173,0.6951907277107239,0.7209474444389343
174,0.6905472874641418,0.6972612738609314
175,0.6693200469017029,0.7120651602745056
176,0.6928690075874329,0.7202072739601135
177,0.6938639879226685,0.7046632170677185
178,0.6905472874641418,0.7276091575622559
179,0.6998341679573059,0.71132493019104
180,0.6905472874641418,0.7135455012321472
